Origin,avg_CarrierDelay,avg_WeatherDelay,avg_NASDelay,avg_SecurityDelay,avg_LateAircraftDelay,total_CarrierDelay,total_WeatherDelay,total_NASDelay,total_SecurityDelay,total_LateAircraftDelay,delay_rate,dominant_cause,flights
HKY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,CarrierDelay,12
HLN,0.6119402985074627,0.16204690831556504,0.7270788912579957,0.0,1.2579957356076759,287.0,76.0,341.0,0.0,590.0,0.326226012793177,LateAircraftDelay,469
HNL,2.098749119097956,0.03550035236081748,0.44970049330514444,0.003083157152924595,1.302413671599718,23825.0,403.0,5105.0,35.0,14785.0,0.3664552501761804,CarrierDelay,11352
HOB,2.5538461538461537,3.230769230769231,1.9230769230769231,0.0,4.369230769230769,166.0,210.0,125.0,0.0,284.0,0.26153846153846155,LateAircraftDelay,65
HOU,1.7811511022904039,0.22630477927372203,0.784315828997479,0.009708737864077669,2.6519873410931716,33206.0,4219.0,14622.0,181.0,49441.0,0.4383414686477498,LateAircraftDelay,18643
HPN,3.1067917783735477,0.4383378016085791,3.419124218051832,0.034405719392314564,4.693923145665773,6953.0,981.0,7652.0,77.0,10505.0,0.4110813226094727,LateAircraftDelay,2238
HRL,0.41120906801007556,0.09445843828715365,0.49622166246851385,0.0,2.0743073047858944,653.0,150.0,788.0,0.0,3294.0,0.37468513853904284,LateAircraftDelay,1588
HSV,1.4321372854914196,0.5347113884555382,1.8545241809672386,0.0015600624024961,2.7254290171606863,3672.0,1371.0,4755.0,4.0,6988.0,0.40678627145085805,LateAircraftDelay,2564
HTS,1.76,0.04,1.4457142857142857,0.0,0.24571428571428572,308.0,7.0,253.0,0.0,43.0,0.5142857142857142,CarrierDelay,175
HVN,3.2888888888888888,1.988888888888889,2.7333333333333334,0.0,2.3777777777777778,296.0,179.0,246.0,0.0,214.0,0.5,CarrierDelay,90
HYA,0.0,0.0,74.66666666666667,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.3333333333333333,NASDelay,3
HYS,0.0,0.0,0.7096774193548387,0.0,10.32258064516129,0.0,0.0,44.0,0.0,640.0,0.25806451612903225,LateAircraftDelay,62
IAD,2.8612254901960785,0.48274509803921567,2.3713235294117645,0.015931372549019607,3.077450980392157,58369.0,9848.0,48375.0,325.0,62780.0,0.4208823529411765,LateAircraftDelay,20400
IAG,16.48,1.64,3.36,0.0,7.0,412.0,41.0,84.0,0.0,175.0,0.36,CarrierDelay,25
IAH,2.281139739066218,0.5079593008943957,2.083018790514483,0.015405760236317387,2.1729301714942153,111201.0,24762.0,101543.0,751.0,105926.0,0.43614096988594403,CarrierDelay,48748
ICT,2.073792894017613,0.30914060127543275,1.8651685393258426,0.0,2.5733373823261463,6829.0,1018.0,6142.0,0.0,8474.0,0.4023686607956271,LateAircraftDelay,3293
IDA,1.3180473372781065,0.41420118343195267,0.9349112426035503,0.0,1.3905325443786982,891.0,280.0,632.0,0.0,940.0,0.34467455621301774,LateAircraftDelay,676
IFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,CarrierDelay,6
ILE,0.4230769230769231,0.0,0.26153846153846155,0.0,2.276923076923077,55.0,0.0,34.0,0.0,296.0,0.3076923076923077,LateAircraftDelay,130
ILG,1.1764705882352942,0.0,0.23529411764705882,0.0,0.8823529411764706,20.0,0.0,4.0,0.0,15.0,0.4117647058823529,CarrierDelay,17
ILM,2.5127681307456586,0.3176710929519918,2.6598569969356487,0.0,2.6251276813074567,2460.0,311.0,2604.0,0.0,2570.0,0.3881511746680286,NASDelay,979
IMT,0.6730769230769231,0.8076923076923077,0.0,0.0,6.134615384615385,35.0,42.0,0.0,0.0,319.0,0.21153846153846154,LateAircraftDelay,52
IND,1.328027053777631,0.16916859122401848,1.7083470801715606,0.0018970636753546685,2.1074727812603102,16101.0,2051.0,20712.0,23.0,25551.0,0.41999340151765097,LateAircraftDelay,12124
INL,9.0,0.0,20.738095238095237,0.0,1.6904761904761905,378.0,0.0,871.0,0.0,71.0,0.21428571428571427,NASDelay,42
IPL,1.2253521126760563,1.4647887323943662,0.04225352112676056,0.0,1.3661971830985915,87.0,104.0,3.0,0.0,97.0,0.36619718309859156,WeatherDelay,71
ISN,4.7846153846153845,4.030769230769231,4.653846153846154,0.0,2.269230769230769,622.0,524.0,605.0,0.0,295.0,0.25384615384615383,CarrierDelay,130
ISO,3.0869565217391304,0.36231884057971014,0.6376811594202898,0.0,0.0,213.0,25.0,44.0,0.0,0.0,0.43478260869565216,CarrierDelay,69
ISP,1.2921543129605548,0.31729518855656696,1.1742522756827047,0.011270047680970958,2.439531859557867,2981.0,732.0,2709.0,26.0,5628.0,0.3693107932379714,LateAircraftDelay,2307
ITH,0.203125,0.1484375,0.40625,0.0,3.2109375,52.0,38.0,104.0,0.0,822.0,0.484375,LateAircraftDelay,256
ITO,0.8840070298769771,0.0210896309314587,0.36291739894551844,0.0,1.6458699472759226,1006.0,24.0,413.0,0.0,1873.0,0.31985940246045697,LateAircraftDelay,1138
IYK,0.13333333333333333,0.0,0.3904761904761905,0.0,0.49523809523809526,14.0,0.0,41.0,0.0,52.0,0.1619047619047619,LateAircraftDelay,105
JAC,3.6015801354401806,0.4187358916478555,2.475169300225734,0.0,3.028216704288939,3191.0,371.0,2193.0,0.0,2683.0,0.417607223476298,CarrierDelay,886
JAN,1.3163585629577956,0.5043599581444018,1.7324729682595048,0.006278339727938612,2.9797697942099757,3774.0,1446.0,4967.0,18.0,8543.0,0.4248343215905127,LateAircraftDelay,2867
JAX,1.4254715818024903,0.31993588953273333,2.1163851559610407,0.007027493527308594,2.265811860436444,11562.0,2595.0,17166.0,57.0,18378.0,0.41832079891505364,LateAircraftDelay,8111
JFK,3.7349303577698882,0.9137762865280324,3.6695798057040303,0.027622800515001364,3.180523584721626,95730.0,23421.0,94055.0,708.0,81520.0,0.4332644063828957,CarrierDelay,25631
JLN,12.590909090909092,0.5151515151515151,2.484848484848485,0.0,11.348484848484848,831.0,34.0,164.0,0.0,749.0,0.48484848484848486,CarrierDelay,66
JMS,6.660714285714286,1.3214285714285714,0.23214285714285715,0.0,9.464285714285714,373.0,74.0,13.0,0.0,530.0,0.23214285714285715,LateAircraftDelay,56
JNU,1.6373212942061701,0.1474793077501881,0.6651617757712566,0.0,2.4981188863807375,2176.0,196.0,884.0,0.0,3320.0,0.47027840481565086,LateAircraftDelay,1329
KOA,1.765410199556541,0.021729490022172948,0.7494456762749445,0.0,2.764079822616408,3981.0,49.0,1690.0,0.0,6233.0,0.3046563192904656,LateAircraftDelay,2255
KSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,CarrierDelay,7
KTN,0.7867360208062418,0.045513654096228866,0.3953185955786736,0.0,2.8595578673602082,605.0,35.0,304.0,0.0,2199.0,0.4317295188556567,LateAircraftDelay,769
LAN,0.9744408945686901,0.4472843450479233,2.22790202342918,0.0,2.36741214057508,915.0,420.0,2092.0,0.0,2223.0,0.3652822151224707,LateAircraftDelay,939
LAR,4.658536585365853,0.0,1.5365853658536586,0.0,3.951219512195122,191.0,0.0,63.0,0.0,162.0,0.21951219512195122,CarrierDelay,41
LAS,1.8323828415571535,0.1272456777043933,1.2835020174469716,0.012758379730856795,2.9665937831075446,81290.0,5645.0,56940.0,566.0,131607.0,0.4518855803259473,LateAircraftDelay,44363
LAW,1.1951219512195121,0.34146341463414637,1.2125435540069687,0.0,1.6620209059233448,343.0,98.0,348.0,0.0,477.0,0.2926829268292683,LateAircraftDelay,287
LAX,1.9215909955129669,0.07424138717773214,1.2416609628108601,0.020670773442847366,2.2183740208380867,126335.0,4881.0,81633.0,1359.0,145847.0,0.44538748193778993,LateAircraftDelay,65745
LBB,0.7253184713375797,0.2519904458598726,0.6261942675159236,0.0,2.3455414012738856,1822.0,633.0,1573.0,0.0,5892.0,0.3765923566878981,LateAircraftDelay,2512
LBE,4.946428571428571,0.0,1.0357142857142858,0.0,6.642857142857143,277.0,0.0,58.0,0.0,372.0,0.26785714285714285,LateAircraftDelay,56
LBF,0.0,0.0,2.4615384615384617,0.0,0.9230769230769231,0.0,0.0,32.0,0.0,12.0,0.38461538461538464,NASDelay,13
LBL,3.0,0.0,1.3571428571428572,0.0,11.5,42.0,0.0,19.0,0.0,161.0,0.2857142857142857,LateAircraftDelay,14
LCH,1.7462686567164178,0.8843283582089553,2.720149253731343,0.0,4.223880597014926,468.0,237.0,729.0,0.0,1132.0,0.27238805970149255,LateAircraftDelay,268
LCK,1.2777777777777777,5.555555555555555,4.222222222222222,0.0,19.0,23.0,100.0,76.0,0.0,342.0,0.4444444444444444,LateAircraftDelay,18
LEX,2.2901119402985075,1.1338619402985075,3.172574626865672,0.0,2.624533582089552,4910.0,2431.0,6802.0,0.0,5627.0,0.416044776119403,NASDelay,2144
LFT,3.797606093579978,0.5919477693144722,3.057671381936888,0.00544069640914037,4.794341675734494,3490.0,544.0,2810.0,5.0,4406.0,0.36126224156692055,LateAircraftDelay,919
LGA,1.8718741219443664,0.4257375667322282,2.4162124192188816,0.0028097780275358245,3.4366676032593424,66620.0,15152.0,85993.0,100.0,122311.0,0.43096375386344477,LateAircraftDelay,35590
LGB,1.7041533546325878,0.06261980830670927,1.555591054313099,0.034185303514377,3.0003194888178912,5334.0,196.0,4869.0,107.0,9391.0,0.35559105431309906,LateAircraftDelay,3130
LIH,1.9041159962581853,0.05612722170252572,0.6637043966323667,0.0037418147801683817,2.4186155285313378,4071.0,120.0,1419.0,8.0,5171.0,0.30729653882132835,LateAircraftDelay,2138
LIT,1.0408576051779934,0.45024271844660196,1.6644417475728155,0.02568770226537217,2.930622977346278,5146.0,2226.0,8229.0,127.0,14489.0,0.43406148867313915,LateAircraftDelay,4944
LMT,0.0,0.19642857142857142,6.375,0.0,0.875,0.0,11.0,357.0,0.0,49.0,0.25,NASDelay,56
LNK,1.3094736842105263,1.523157894736842,2.3989473684210525,0.0,1.433684210526316,1244.0,1447.0,2279.0,0.0,1362.0,0.3968421052631579,NASDelay,950
LNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,CarrierDelay,2
LRD,3.4088983050847457,0.951271186440678,2.5508474576271185,0.012711864406779662,4.59957627118644,1609.0,449.0,1204.0,6.0,2171.0,0.3622881355932203,LateAircraftDelay,472
LSE,1.9101123595505618,0.13707865168539327,1.9325842696629214,0.0,2.8179775280898878,850.0,61.0,860.0,0.0,1254.0,0.36629213483146067,LateAircraftDelay,445
LWB,2.6153846153846154,0.8653846153846154,2.230769230769231,0.28846153846153844,15.98076923076923,136.0,45.0,116.0,15.0,831.0,0.40384615384615385,LateAircraftDelay,52
LWS,1.5132743362831858,1.1592920353982301,0.2831858407079646,0.0,2.9557522123893807,171.0,131.0,32.0,0.0,334.0,0.18584070796460178,LateAircraftDelay,113
LYH,1.4428571428571428,0.0,2.742857142857143,0.0,1.4357142857142857,202.0,0.0,384.0,0.0,201.0,0.4357142857142857,NASDelay,140
MAF,1.0177304964539007,0.1095350669818755,0.7821118991331757,0.001970055161544523,3.557919621749409,2583.0,278.0,1985.0,5.0,9030.0,0.3455476753349094,LateAircraftDelay,2538
MBS,1.2799607072691552,0.2288801571709234,1.7721021611001964,0.0,2.2033398821218073,1303.0,233.0,1804.0,0.0,2243.0,0.3388998035363458,LateAircraftDelay,1018
MCI,1.5210998552821997,0.1683357452966715,1.3258465991316932,0.005499276410998553,2.197742402315485,26277.0,2908.0,22904.0,95.0,37966.0,0.41065123010130244,LateAircraftDelay,17275
MCN,12.983870967741936,2.6129032258064515,5.032258064516129,0.0,0.0,805.0,162.0,312.0,0.0,0.0,0.4838709677419355,CarrierDelay,62
MCO,1.6322155513252306,0.3996485576219066,1.9798506369893103,0.013120515448821203,2.731966612974081,55732.0,13646.0,67602.0,448.0,93283.0,0.4236930736564651,LateAircraftDelay,34145
MDT,1.5055285272003538,0.40645731977001326,1.7187085360459973,0.0,1.9186200796107917,3404.0,919.0,3886.0,0.0,4338.0,0.3967271118973905,LateAircraftDelay,2261
MDW,2.542833341046883,0.4510575276530754,1.6231776739019763,0.011107511454621188,3.780348960984866,54943.0,9746.0,35072.0,240.0,81682.0,0.4434211135280233,LateAircraftDelay,21607
MEI,0.9047619047619048,0.3401360544217687,2.891156462585034,0.0,7.7482993197278915,133.0,50.0,425.0,0.0,1139.0,0.4013605442176871,LateAircraftDelay,147
MEM,1.7314756966137699,0.22429089091590654,1.3736098962888916,0.0,1.5083718605522929,27714.0,3590.0,21986.0,0.0,24143.0,0.4368361864300887,CarrierDelay,16006
MFE,0.7134038800705468,0.06349206349206349,0.564373897707231,0.0,2.9638447971781305,809.0,72.0,640.0,0.0,3361.0,0.3994708994708995,LateAircraftDelay,1134
MFR,2.571878279118573,0.291710388247639,3.89401888772298,0.02833158447009444,3.900314795383001,2451.0,278.0,3711.0,27.0,3717.0,0.41028331584470096,LateAircraftDelay,953
MGM,3.75,0.42784552845528456,3.0010162601626016,0.0,3.6351626016260163,3690.0,421.0,2953.0,0.0,3577.0,0.47764227642276424,CarrierDelay,984
MHK,1.8214285714285714,5.2214285714285715,3.5785714285714287,0.0,4.05,255.0,731.0,501.0,0.0,567.0,0.3357142857142857,WeatherDelay,140
MHT,1.383967470229451,0.34359570142317747,2.5033401103688644,0.03340110368864362,2.1574208539064768,4765.0,1183.0,8619.0,115.0,7428.0,0.3764159163520186,NASDelay,3443
MIA,2.531729785056295,0.5037529853292392,1.9612333674513818,0.012367792562265438,1.938886045718185,59364.0,11812.0,45987.0,290.0,45463.0,0.45773626748549984,CarrierDelay,23448
MIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CarrierDelay,1
MKE,2.079137529137529,0.38846153846153847,2.5068764568764568,0.0018648018648018648,3.0155011655011656,17839.0,3333.0,21509.0,16.0,25873.0,0.4054778554778555,LateAircraftDelay,8580
MKG,1.9324324324324325,4.391891891891892,1.6756756756756757,0.0,6.202702702702703,143.0,325.0,124.0,0.0,459.0,0.3108108108108108,LateAircraftDelay,74
MKK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CarrierDelay,4
MLB,1.3672955974842766,0.3421383647798742,1.7119496855345913,0.0,0.9069182389937107,1087.0,272.0,1361.0,0.0,721.0,0.4440251572327044,NASDelay,795
MLI,1.644736842105263,0.7171052631578947,2.0285087719298245,0.01827485380116959,3.4444444444444446,2250.0,981.0,2775.0,25.0,4712.0,0.3969298245614035,LateAircraftDelay,1368
MLU,3.343941248470012,0.15177478580171358,1.7490820073439413,0.025703794369645042,2.193390452876377,2732.0,124.0,1429.0,21.0,1792.0,0.44063647490820074,CarrierDelay,817
MMH,0.3181818181818182,0.0,13.818181818181818,0.0,2.772727272727273,7.0,0.0,304.0,0.0,61.0,0.45454545454545453,NASDelay,22
MOB,1.47557003257329,0.5879478827361564,1.8089033659066232,0.0,2.941910966340934,2718.0,1083.0,3332.0,0.0,5419.0,0.44353963083604775,LateAircraftDelay,1842
MOD,0.7344632768361582,0.23163841807909605,4.395480225988701,0.0,4.5875706214689265,130.0,41.0,778.0,0.0,812.0,0.4689265536723164,LateAircraftDelay,177
MOT,1.5697445972495088,0.630648330058939,0.9823182711198428,0.0,1.6483300589390963,799.0,321.0,500.0,0.0,839.0,0.35363457760314343,LateAircraftDelay,509
MQT,4.296052631578948,2.1184210526315788,2.7697368421052633,0.0,3.6907894736842106,653.0,322.0,421.0,0.0,561.0,0.3223684210526316,CarrierDelay,152
MRY,1.876543209876543,0.9012345679012346,2.2617283950617284,0.0,3.6090534979423867,2280.0,1095.0,2748.0,0.0,4385.0,0.36707818930041153,LateAircraftDelay,1215
MSN,2.251524937208468,0.2960172228202368,2.345174022246143,0.0,3.190168640114819,6275.0,825.0,6536.0,0.0,8891.0,0.36921420882669537,LateAircraftDelay,2787
MSO,0.9649309245483528,0.4569606801275239,1.0127523910733263,0.0,1.324123273113709,908.0,430.0,953.0,0.0,1246.0,0.37725823591923485,LateAircraftDelay,941
MSP,2.039332260847264,0.3340794105989602,1.825511179501527,0.0019351379077195683,1.372572334522394,87469.0,14329.0,78298.0,83.0,58871.0,0.43246835000349726,CarrierDelay,42891
MSY,1.004463979122313,0.20575509923768973,1.5330677838060573,0.008859281642744316,2.3818419064624683,14626.0,2996.0,22323.0,129.0,34682.0,0.41576814779204724,LateAircraftDelay,14561
MTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CarrierDelay,2
MTJ,0.9422492401215805,0.3343465045592705,1.7325227963525835,0.00303951367781155,5.206686930091186,310.0,110.0,570.0,1.0,1713.0,0.3069908814589666,LateAircraftDelay,329
MVY,0.5625,0.0,8.25,0.0,5.0625,9.0,0.0,132.0,0.0,81.0,0.5625,NASDelay,16
MWH,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.14285714285714285,NASDelay,7
MYR,2.053861129136924,0.27060350421804025,2.8475016223231666,0.0,2.4250486696950033,3165.0,417.0,4388.0,0.0,3737.0,0.390655418559377,NASDelay,1541
OAJ,1.853731343283582,1.2746268656716417,2.4925373134328357,0.0,3.629850746268657,621.0,427.0,835.0,0.0,1216.0,0.4388059701492537,LateAircraftDelay,335
OAK,1.251771833561957,0.07961819844535895,0.672267946959305,0.017661179698216737,2.186042524005487,21901.0,1393.0,11762.0,309.0,38247.0,0.4403292181069959,LateAircraftDelay,17496
OGD,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,CarrierDelay,3
OGG,1.9653954802259888,0.08451035781544255,0.6640772128060264,0.003295668549905838,2.3895951035781544,8349.0,359.0,2821.0,14.0,10151.0,0.3500470809792844,LateAircraftDelay,4248
OGS,119.07692307692308,0.0,1.3076923076923077,0.0,10.76923076923077,1548.0,0.0,17.0,0.0,140.0,0.46153846153846156,CarrierDelay,13
OKC,1.281524530341938,0.31139343154480337,1.336531963778889,0.009055277740235167,2.7655088525476414,9482.0,2304.0,9889.0,67.0,20462.0,0.4087038789025544,LateAircraftDelay,7399
OMA,1.5263711495116454,0.19233658903080392,1.7065364387678437,0.00405709992486852,1.9831705484598046,10158.0,1280.0,11357.0,27.0,13198.0,0.3873779113448535,LateAircraftDelay,6655
OME,1.3714285714285714,0.1492063492063492,0.37142857142857144,0.09523809523809523,2.450793650793651,432.0,47.0,117.0,30.0,772.0,0.473015873015873,LateAircraftDelay,315
ONT,0.7713030187237294,0.06381352693924341,0.6369889186090943,0.01222774168895682,1.7309896828429499,8074.0,668.0,6668.0,128.0,18120.0,0.41631639281620175,LateAircraftDelay,10468
ORD,2.3810374421203897,0.5757823726648571,2.077768242056522,0.0036723614881047422,3.5305764010857414,238599.0,57698.0,208209.0,368.0,353792.0,0.474453137474054,LateAircraftDelay,100208
ORF,1.4601037950048654,0.25948751216347715,1.900583846902368,0.003405773597145637,2.3319818358741484,9003.0,1600.0,11719.0,21.0,14379.0,0.4313979889717807,LateAircraftDelay,6166
ORH,1.6919191919191918,0.0,1.3080808080808082,0.03535353535353535,1.7525252525252526,335.0,0.0,259.0,7.0,347.0,0.45454545454545453,LateAircraftDelay,198
OTH,0.6265060240963856,0.5301204819277109,13.301204819277109,0.0,14.144578313253012,52.0,44.0,1104.0,0.0,1174.0,0.4939759036144578,LateAircraftDelay,83
OTZ,0.8333333333333334,0.941358024691358,0.36728395061728397,0.16049382716049382,4.830246913580247,270.0,305.0,119.0,52.0,1565.0,0.43209876543209874,LateAircraftDelay,324
OWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,CarrierDelay,3
OXR,3.100840336134454,0.0,0.48739495798319327,0.0,0.680672268907563,369.0,0.0,58.0,0.0,81.0,0.2605042016806723,CarrierDelay,119
PAE,7.1875,0.0,6.6875,0.0,1.1875,115.0,0.0,107.0,0.0,19.0,0.375,CarrierDelay,16
PAH,3.25,0.0,4.4125,0.0,14.425,260.0,0.0,353.0,0.0,1154.0,0.4375,LateAircraftDelay,80
PBG,3.606060606060606,0.0,0.9393939393939394,0.0,2.5757575757575757,119.0,0.0,31.0,0.0,85.0,0.3333333333333333,CarrierDelay,33
PBI,1.302803967185013,0.09905718133953716,2.6629117178890658,0.026325456103832495,2.9668176809109834,10640.0,809.0,21748.0,215.0,24230.0,0.4465532019101261,LateAircraftDelay,8167
PDX,1.1253521126760564,0.047359154929577464,1.0271713615023474,0.014084507042253521,1.7679577464788732,19176.0,807.0,17503.0,240.0,30126.0,0.4223591549295775,LateAircraftDelay,17040
PFN,3.8247422680412373,1.9793814432989691,4.268041237113402,0.030927835051546393,1.4570446735395188,1113.0,576.0,1242.0,9.0,424.0,0.5463917525773195,NASDelay,291
PGD,11.408333333333333,4.391666666666667,1.9666666666666666,0.0,4.65,1369.0,527.0,236.0,0.0,558.0,0.35833333333333334,CarrierDelay,120
PGV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,CarrierDelay,9
PHF,1.0976863753213368,0.14010282776349614,5.073264781491003,0.0,4.060411311053985,854.0,109.0,3947.0,0.0,3159.0,0.38688946015424164,NASDelay,778
PHL,2.036326942482341,0.26125756811301715,2.3820951059535824,0.010879162462159435,2.781975277497477,64576.0,8285.0,75541.0,345.0,88222.0,0.46231710393541875,LateAircraftDelay,31712
PHX,1.7967900830652344,0.10451315048076049,1.021284330297908,0.019139538688041878,1.7404075104058745,98854.0,5750.0,56188.0,1053.0,95752.0,0.4602577385171856,CarrierDelay,55017
PIA,2.587918015102481,0.4778856526429342,3.0204962243797193,0.0,3.469255663430421,2399.0,443.0,2800.0,0.0,3216.0,0.36893203883495146,LateAircraftDelay,927
PIB,0.0,0.0,1.75,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.125,NASDelay,40
PIE,3.2552447552447554,1.2972027972027973,1.3566433566433567,0.0,2.1573426573426575,931.0,371.0,388.0,0.0,617.0,0.25874125874125875,CarrierDelay,286
PIH,1.885185185185185,0.337037037037037,0.8740740740740741,0.08518518518518518,2.696296296296296,509.0,91.0,236.0,23.0,728.0,0.2814814814814815,LateAircraftDelay,270
PIR,0.0,0.0,24.125,0.0,1.875,0.0,0.0,193.0,0.0,15.0,0.25,NASDelay,8
PIT,0.6725338027042164,0.14245139611168894,1.138691095287623,0.0008800704056324506,1.2212977038163053,16812.0,3561.0,28465.0,22.0,30530.0,0.49035922873829907,LateAircraftDelay,24998
PLN,12.436781609195402,0.0,1.206896551724138,0.0,3.310344827586207,1082.0,0.0,105.0,0.0,288.0,0.27586206896551724,CarrierDelay,87
PMD,2.806451612903226,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.41935483870967744,CarrierDelay,31
PNS,1.750557620817844,0.3171003717472119,1.4215613382899628,0.0,3.0472118959107806,4709.0,853.0,3824.0,0.0,8197.0,0.42825278810408923,LateAircraftDelay,2690
PPG,8.75,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.375,CarrierDelay,8
PRC,10.23076923076923,0.0,1.2307692307692308,0.0,1.5384615384615385,133.0,0.0,16.0,0.0,20.0,0.38461538461538464,CarrierDelay,13
PSC,1.0438829787234043,0.16090425531914893,1.4561170212765957,0.0,2.386968085106383,785.0,121.0,1095.0,0.0,1795.0,0.3497340425531915,LateAircraftDelay,752
PSE,0.6299212598425197,0.0,2.015748031496063,0.023622047244094488,9.692913385826772,80.0,0.0,256.0,3.0,1231.0,0.30708661417322836,LateAircraftDelay,127
PSG,1.4545454545454546,0.4743083003952569,0.3675889328063241,0.0,4.24901185770751,368.0,120.0,93.0,0.0,1075.0,0.43873517786561267,LateAircraftDelay,253
PSM,0.0,0.0,0.0,0.0,47.22222222222222,0.0,0.0,0.0,0.0,425.0,0.4444444444444444,LateAircraftDelay,9
PSP,2.8561072852482785,0.21167089525190286,2.067053280173976,0.015585357013410656,2.8836534976440737,7880.0,584.0,5703.0,43.0,7956.0,0.39180862631388186,LateAircraftDelay,2759
PUB,0.0,0.21428571428571427,0.5612244897959183,0.0,1.2959183673469388,0.0,21.0,55.0,0.0,127.0,0.3469387755102041,LateAircraftDelay,98
PVD,1.161903241258183,0.29762094842727127,2.0881366757145137,0.013252434935334505,2.212038958965352,7277.0,1864.0,13078.0,83.0,13854.0,0.3862366278141466,LateAircraftDelay,6263
PVU,0.0,2.272727272727273,0.0,0.0,3.1818181818181817,0.0,25.0,0.0,0.0,35.0,0.2727272727272727,LateAircraftDelay,11
PWM,2.4895522388059703,0.4004264392324094,2.9995735607675904,0.019189765458422176,2.499786780383795,5838.0,939.0,7034.0,45.0,5862.0,0.4157782515991471,NASDelay,2345
RAP,2.5311601150527325,0.2665388302972196,3.2406519654841803,0.0,3.1265580057526368,2640.0,278.0,3380.0,0.0,3261.0,0.3537871524448706,NASDelay,1043
RDD,8.696969696969697,0.11742424242424243,5.196969696969697,0.0,7.2727272727272725,2296.0,31.0,1372.0,0.0,1920.0,0.3977272727272727,CarrierDelay,264
RDM,2.220910623946037,0.49409780775716694,2.566610455311973,0.01517706576728499,4.7099494097807755,1317.0,293.0,1522.0,9.0,2793.0,0.3642495784148398,LateAircraftDelay,593
RDU,1.5137364380432714,0.3055643677431635,2.4254806167121377,0.0,2.5113888712645136,23858.0,4816.0,38228.0,0.0,39582.0,0.4181841253727555,LateAircraftDelay,15761
RFD,1.1875,0.0,2.4375,0.0,12.84375,38.0,0.0,78.0,0.0,411.0,0.40625,LateAircraftDelay,32
RHI,4.756756756756757,0.7972972972972973,0.8378378378378378,0.0,5.945945945945946,352.0,59.0,62.0,0.0,440.0,0.3108108108108108,LateAircraftDelay,74
RIC,2.3189701412479886,0.1537636331128196,2.963168246021813,0.006436617200071518,2.4645092079384945,12970.0,860.0,16573.0,36.0,13784.0,0.417843733237976,NASDelay,5593
RKS,1.860759493670886,0.0,1.5759493670886076,0.0,1.7025316455696202,294.0,0.0,249.0,0.0,269.0,0.31645569620253167,CarrierDelay,158
RNO,0.9340087237934431,0.2092303362881666,0.9401998030111158,0.009427325172365273,2.3298156746869285,6638.0,1487.0,6682.0,67.0,16558.0,0.4164907837343464,LateAircraftDelay,7107
ROA,2.3906093906093906,0.7712287712287712,2.3726273726273726,0.017982017982017984,2.276723276723277,2393.0,772.0,2375.0,18.0,2279.0,0.4155844155844156,CarrierDelay,1001
ROC,2.0151392813887767,0.21154622527250708,2.7549454985870003,0.0012111425111021397,2.2379895034315704,9983.0,1048.0,13648.0,6.0,11087.0,0.43480016148566814,NASDelay,4954
ROP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,CarrierDelay,19
ROR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,CarrierDelay,25
ROW,2.4475524475524475,0.0,0.9370629370629371,0.0,2.993006993006993,350.0,0.0,134.0,0.0,428.0,0.3076923076923077,LateAircraftDelay,143
RST,0.8080459770114943,0.2149425287356322,2.174712643678161,0.0,2.7448275862068967,703.0,187.0,1892.0,0.0,2388.0,0.3724137931034483,LateAircraftDelay,870
RSW,1.4880682575656579,0.2178376216504466,2.5349953339554725,0.004932675643247567,3.162378349553393,11162.0,1634.0,19015.0,37.0,23721.0,0.41474470070657243,LateAircraftDelay,7501
SAF,5.489010989010989,0.8186813186813187,2.120879120879121,0.0,4.362637362637362,999.0,149.0,386.0,0.0,794.0,0.32967032967032966,CarrierDelay,182
SAN,1.0334961055732677,0.08753379878122604,1.3088098793333065,0.00863634529238468,2.3159933814923925,25609.0,2169.0,32431.0,214.0,57388.0,0.4099035473586505,LateAircraftDelay,24779
