airport,role,flights,pct_delayed,dominant_cause,avg_arr_delay,total_CarrierDelay,total_WeatherDelay,total_NASDelay,total_SecurityDelay,total_LateAircraftDelay,share_CarrierDelay,share_WeatherDelay,share_NASDelay,share_SecurityDelay,share_LateAircraftDelay,cluster
MOB,Origin,1842,0.4435396308360477,LateAircraftDelay,,2718.0,1083.0,3332.0,0.0,5419.0,0.21653919694072657,0.0862810707456979,0.2654557042702358,0.0,0.4317240280433397,
MOD,Origin,177,0.4689265536723164,LateAircraftDelay,,130.0,41.0,778.0,0.0,812.0,0.07382169222032936,0.02328222600795003,0.44179443498012494,0.0,0.4611016467915957,
MOT,Origin,509,0.3536345776031434,LateAircraftDelay,,799.0,321.0,500.0,0.0,839.0,0.32492883285888574,0.1305408702724685,0.203334688897926,0.0,0.3411956079707198,
MQT,Origin,152,0.3223684210526316,CarrierDelay,,653.0,322.0,421.0,0.0,561.0,0.33367399080224835,0.16453755748594787,0.21512519161982627,0.0,0.2866632600919775,
MRY,Origin,1215,0.3670781893004115,LateAircraftDelay,,2280.0,1095.0,2748.0,0.0,4385.0,0.2169775409212029,0.1042063189950514,0.2615150361629235,0.0,0.41730110392082226,
MSN,Origin,2787,0.3692142088266953,LateAircraftDelay,,6275.0,825.0,6536.0,0.0,8891.0,0.2785546233408798,0.03662271940338261,0.2901407200248591,0.0,0.3946819372308785,
MSO,Origin,941,0.3772582359192348,LateAircraftDelay,,908.0,430.0,953.0,0.0,1246.0,0.25671472999717276,0.12157195363302234,0.26943737630760534,0.0,0.3522759400621996,
MSP,Origin,42891,0.4324683500034972,CarrierDelay,,87469.0,14329.0,78298.0,83.0,58871.0,0.3659025308512863,0.05994143484626647,0.32753817193055845,0.0003472076971344907,0.24627065467475423,5.0
MSY,Origin,14561,0.4157681477920472,LateAircraftDelay,,14626.0,2996.0,22323.0,129.0,34682.0,0.1956498475038793,0.040077050671518004,0.2986114826903526,0.001725613997538659,0.46393600513671146,6.0
MTH,Origin,2,0.0,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MTJ,Origin,329,0.3069908814589666,LateAircraftDelay,,310.0,110.0,570.0,1.0,1713.0,0.11464497041420119,0.040680473372781065,0.21079881656804733,0.0003698224852071006,0.6335059171597633,
MVY,Origin,16,0.5625,NASDelay,,9.0,0.0,132.0,0.0,81.0,0.04054054054054054,0.0,0.5945945945945946,0.0,0.36486486486486486,
MWH,Origin,7,0.1428571428571428,NASDelay,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
MYR,Origin,1541,0.390655418559377,NASDelay,,3165.0,417.0,4388.0,0.0,3737.0,0.27035107200820024,0.03561971470060647,0.37481848466729306,0.0,0.3192107286239002,
OAJ,Origin,335,0.4388059701492537,LateAircraftDelay,,621.0,427.0,835.0,0.0,1216.0,0.20038722168441434,0.1377863827040981,0.26944175540496934,0.0,0.39238464020651825,
OAK,Origin,17496,0.4403292181069959,LateAircraftDelay,,21901.0,1393.0,11762.0,309.0,38247.0,0.297519426180514,0.01892354507417269,0.15978373091343803,0.004197685160028256,0.5195756126718469,2.0
OGD,Origin,3,1.0,CarrierDelay,,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
OGG,Origin,4248,0.3500470809792844,LateAircraftDelay,,8349.0,359.0,2821.0,14.0,10151.0,0.38485295473402786,0.016548354383700562,0.13003595464183645,0.0006453397252696598,0.4679173965151655,
OGS,Origin,13,0.4615384615384615,CarrierDelay,,1548.0,0.0,17.0,0.0,140.0,0.9079178885630499,0.0,0.00997067448680352,0.0,0.08211143695014662,
OKC,Origin,7399,0.4087038789025544,LateAircraftDelay,,9482.0,2304.0,9889.0,67.0,20462.0,0.22467064733200645,0.05459198180267273,0.2343142830063501,0.0015875272486020283,0.4848355606103687,6.0
OMA,Origin,6655,0.3873779113448535,LateAircraftDelay,,10158.0,1280.0,11357.0,27.0,13198.0,0.28200999444752917,0.03553581343697946,0.31529705719044976,0.0007495835646862854,0.36640755136035535,1.0
OME,Origin,315,0.473015873015873,LateAircraftDelay,,432.0,47.0,117.0,30.0,772.0,0.3090128755364807,0.033619456366237484,0.08369098712446352,0.02145922746781116,0.5522174535050072,
ONT,Origin,10468,0.4163163928162017,LateAircraftDelay,,8074.0,668.0,6668.0,128.0,18120.0,0.2398835343751857,0.019846693208152594,0.198110404658625,0.003802959177610078,0.5383564085804267,2.0
ORD,Origin,100208,0.474453137474054,LateAircraftDelay,,238599.0,57698.0,208209.0,368.0,353792.0,0.2778717219500947,0.06719492794637263,0.24247961372640817,0.00042857176131347926,0.412025164615811,0.0
ORF,Origin,6166,0.4313979889717807,LateAircraftDelay,,9003.0,1600.0,11719.0,21.0,14379.0,0.24516638527313328,0.04357061162246065,0.31912749850226024,0.000571864277544796,0.39156364032460106,1.0
ORH,Origin,198,0.4545454545454545,LateAircraftDelay,,335.0,0.0,259.0,7.0,347.0,0.35337552742616035,0.0,0.2732067510548523,0.007383966244725738,0.36603375527426163,
OTH,Origin,83,0.4939759036144578,LateAircraftDelay,,52.0,44.0,1104.0,0.0,1174.0,0.02190395956192081,0.018534119629317607,0.4650379106992418,0.0,0.4945240101095198,
OTZ,Origin,324,0.4320987654320987,LateAircraftDelay,,270.0,305.0,119.0,52.0,1565.0,0.11683254002596279,0.13197749891821722,0.05149286023366508,0.02250108178277802,0.6771960190393769,
OWB,Origin,3,0.3333333333333333,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OXR,Origin,119,0.2605042016806723,CarrierDelay,,369.0,0.0,58.0,0.0,81.0,0.7263779527559056,0.0,0.1141732283464567,0.0,0.1594488188976378,
PAE,Origin,16,0.375,CarrierDelay,,115.0,0.0,107.0,0.0,19.0,0.47717842323651455,0.0,0.44398340248962653,0.0,0.07883817427385892,
PAH,Origin,80,0.4375,LateAircraftDelay,,260.0,0.0,353.0,0.0,1154.0,0.14714204867006225,0.0,0.19977362761743067,0.0,0.653084323712507,
PBG,Origin,33,0.3333333333333333,CarrierDelay,,119.0,0.0,31.0,0.0,85.0,0.5063829787234042,0.0,0.13191489361702127,0.0,0.3617021276595745,
PBI,Origin,8167,0.4465532019101261,LateAircraftDelay,,10640.0,809.0,21748.0,215.0,24230.0,0.18458762707747822,0.014034905103917283,0.37729433399257484,0.0037299191561708475,0.4203532146698588,7.0
PDX,Origin,17040,0.4223591549295775,LateAircraftDelay,,19176.0,807.0,17503.0,240.0,30126.0,0.2826151034604728,0.011893532983552437,0.2579584979072098,0.0035371101809821377,0.4439957554677828,2.0
PFN,Origin,291,0.5463917525773195,NASDelay,,1113.0,576.0,1242.0,9.0,424.0,0.33085612366230677,0.17122473246135553,0.3692033293697979,0.00267538644470868,0.12604042806183116,
PGD,Origin,120,0.3583333333333333,CarrierDelay,,1369.0,527.0,236.0,0.0,558.0,0.5089219330855018,0.19591078066914497,0.08773234200743495,0.0,0.20743494423791822,
PGV,Origin,9,0.1111111111111111,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PHF,Origin,778,0.3868894601542416,NASDelay,,854.0,109.0,3947.0,0.0,3159.0,0.10583715454207461,0.013508489279960342,0.48915602924773827,0.0,0.3914983269302268,
PHL,Origin,31712,0.4623171039354187,LateAircraftDelay,,64576.0,8285.0,75541.0,345.0,88222.0,0.2725082183745553,0.03496237904536036,0.31878009359874077,0.001455886634960691,0.37229342234638285,0.0
PHX,Origin,55017,0.4602577385171856,CarrierDelay,,98854.0,5750.0,56188.0,1053.0,95752.0,0.3837544691902468,0.022321688528981316,0.21812365827241778,0.0040877805253943175,0.3717124034829598,2.0
PIA,Origin,927,0.3689320388349514,LateAircraftDelay,,2399.0,443.0,2800.0,0.0,3216.0,0.27082862948746894,0.05001128923007451,0.3160984420862497,0.0,0.3630616391962068,
PIB,Origin,40,0.125,NASDelay,,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
PIE,Origin,286,0.2587412587412587,CarrierDelay,,931.0,371.0,388.0,0.0,617.0,0.4035543996532293,0.16081491114000868,0.1681837884698743,0.0,0.26744690073688776,
PIH,Origin,270,0.2814814814814815,LateAircraftDelay,,509.0,91.0,236.0,23.0,728.0,0.3207309388783869,0.0573408947700063,0.148708254568368,0.014492753623188406,0.4587271581600504,
PIR,Origin,8,0.25,NASDelay,,0.0,0.0,193.0,0.0,15.0,0.0,0.0,0.9278846153846154,0.0,0.07211538461538461,
PIT,Origin,24998,0.490359228738299,LateAircraftDelay,,16812.0,3561.0,28465.0,22.0,30530.0,0.21176470588235294,0.04485451568207583,0.3585464164252425,0.000277112986522232,0.3845572490238065,1.0
PLN,Origin,87,0.2758620689655172,CarrierDelay,,1082.0,0.0,105.0,0.0,288.0,0.7335593220338983,0.0,0.0711864406779661,0.0,0.1952542372881356,
PMD,Origin,31,0.4193548387096774,CarrierDelay,,87.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
PNS,Origin,2690,0.4282527881040892,LateAircraftDelay,,4709.0,853.0,3824.0,0.0,8197.0,0.26781550361144285,0.04851276801455952,0.2174827958823864,0.0,0.4661889324916112,
PPG,Origin,8,0.375,CarrierDelay,,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
PRC,Origin,13,0.3846153846153846,CarrierDelay,,133.0,0.0,16.0,0.0,20.0,0.7869822485207101,0.0,0.09467455621301775,0.0,0.11834319526627218,
PSC,Origin,752,0.3497340425531915,LateAircraftDelay,,785.0,121.0,1095.0,0.0,1795.0,0.20679662802950474,0.031875658587987354,0.28846153846153844,0.0,0.47286617492096944,
PSE,Origin,127,0.3070866141732283,LateAircraftDelay,,80.0,0.0,256.0,3.0,1231.0,0.050955414012738856,0.0,0.16305732484076432,0.001910828025477707,0.7840764331210192,
PSG,Origin,253,0.4387351778656126,LateAircraftDelay,,368.0,120.0,93.0,0.0,1075.0,0.2222222222222222,0.07246376811594203,0.05615942028985507,0.0,0.6491545893719807,
PSM,Origin,9,0.4444444444444444,LateAircraftDelay,,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,1.0,
PSP,Origin,2759,0.3918086263138818,LateAircraftDelay,,7880.0,584.0,5703.0,43.0,7956.0,0.35549941351619596,0.026346657042317062,0.25728593341153116,0.001939907967156907,0.35892808806279886,
PUB,Origin,98,0.3469387755102041,LateAircraftDelay,,0.0,21.0,55.0,0.0,127.0,0.0,0.10344827586206896,0.270935960591133,0.0,0.625615763546798,
PVD,Origin,6263,0.3862366278141466,LateAircraftDelay,,7277.0,1864.0,13078.0,83.0,13854.0,0.2012667330456909,0.05155437548401372,0.3617103661909503,0.0022956079212302248,0.3831729173581148,7.0
PVU,Origin,11,0.2727272727272727,LateAircraftDelay,,0.0,25.0,0.0,0.0,35.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,
PWM,Origin,2345,0.4157782515991471,NASDelay,,5838.0,939.0,7034.0,45.0,5862.0,0.29607465260168375,0.04762146262298408,0.3567298914697231,0.0022821787199513136,0.2972918145856578,
RAP,Origin,1043,0.3537871524448706,NASDelay,,2640.0,278.0,3380.0,0.0,3261.0,0.2761795166858458,0.029082540014645882,0.3535934721205147,0.0,0.3411444711789936,
RDD,Origin,264,0.3977272727272727,CarrierDelay,,2296.0,31.0,1372.0,0.0,1920.0,0.40861363231891795,0.005516995906744973,0.24417156077593877,0.0,0.3416978109983983,
RDM,Origin,593,0.3642495784148398,LateAircraftDelay,,1317.0,293.0,1522.0,9.0,2793.0,0.22194135490394337,0.049376474553420965,0.2564880350522413,0.0015166835187057635,0.4706774519716886,
RDU,Origin,15761,0.4181841253727555,LateAircraftDelay,,23858.0,4816.0,38228.0,0.0,39582.0,0.22405243980316292,0.045227452011569816,0.3590022914240637,0.0,0.3717178167612036,1.0
RFD,Origin,32,0.40625,LateAircraftDelay,,38.0,0.0,78.0,0.0,411.0,0.07210626185958255,0.0,0.14800759013282733,0.0,0.7798861480075902,
RHI,Origin,74,0.3108108108108108,LateAircraftDelay,,352.0,59.0,62.0,0.0,440.0,0.3855421686746988,0.06462212486308871,0.06790799561883899,0.0,0.4819277108433735,
RIC,Origin,5593,0.417843733237976,NASDelay,,12970.0,860.0,16573.0,36.0,13784.0,0.2932862989846912,0.019446894150102888,0.3747597404065758,0.0008140560341903534,0.31169301042443975,1.0
RKS,Origin,158,0.3164556962025316,CarrierDelay,,294.0,0.0,249.0,0.0,269.0,0.3620689655172414,0.0,0.3066502463054187,0.0,0.3312807881773399,
RNO,Origin,7107,0.4164907837343464,LateAircraftDelay,,6638.0,1487.0,6682.0,67.0,16558.0,0.21118605243064392,0.04730847543904301,0.21258589972003053,0.0021315856452023417,0.5267879867650802,6.0
ROA,Origin,1001,0.4155844155844156,CarrierDelay,,2393.0,772.0,2375.0,18.0,2279.0,0.3053464335842797,0.09850708179150185,0.3030496363404364,0.0022967972438433073,0.2908000510399388,
ROC,Origin,4954,0.4348001614856681,NASDelay,,9983.0,1048.0,13648.0,6.0,11087.0,0.2790730180029073,0.029296656602929665,0.38152745163815277,0.0001677289500167729,0.3099351448059935,
ROP,Origin,19,0.1052631578947368,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ROR,Origin,25,0.4,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ROW,Origin,143,0.3076923076923077,LateAircraftDelay,,350.0,0.0,134.0,0.0,428.0,0.38377192982456143,0.0,0.14692982456140352,0.0,0.4692982456140351,
RST,Origin,870,0.3724137931034483,LateAircraftDelay,,703.0,187.0,1892.0,0.0,2388.0,0.13597678916827852,0.036170212765957444,0.3659574468085106,0.0,0.4618955512572534,
RSW,Origin,7501,0.4147447007065724,LateAircraftDelay,,11162.0,1634.0,19015.0,37.0,23721.0,0.20086739009159785,0.029404884018067626,0.34218719069985065,0.0006658388669941874,0.42687469632348973,1.0
SAF,Origin,182,0.3296703296703296,CarrierDelay,,999.0,149.0,386.0,0.0,794.0,0.42912371134020616,0.06400343642611683,0.16580756013745704,0.0,0.34106529209621994,
SAN,Origin,24779,0.4099035473586505,LateAircraftDelay,,25609.0,2169.0,32431.0,214.0,57388.0,0.2173735899024709,0.018410844488205687,0.27527989746288545,0.0018164687507957662,0.4871191993956422,6.0
SAT,Origin,12371,0.4057068951580309,LateAircraftDelay,,14152.0,2113.0,14059.0,40.0,26858.0,0.24731746531054488,0.03692635699556115,0.24569221628045157,0.0006990318409003531,0.46936492957254206,6.0
SAV,Origin,3009,0.4253904951811233,LateAircraftDelay,,4031.0,1021.0,7948.0,53.0,8042.0,0.19108793552974637,0.04840009480919649,0.37677174685944537,0.0025124437070395828,0.3812277790945722,
SBA,Origin,2133,0.3778715424285044,NASDelay,,4818.0,288.0,7518.0,24.0,7394.0,0.24039517014270034,0.014369823370921065,0.3751122642450853,0.001197485280910089,0.3689252569603832,
SBN,Origin,1153,0.3954900260190807,CarrierDelay,,5301.0,730.0,3170.0,0.0,3626.0,0.41326888594371247,0.056911202931316754,0.24713494971544397,0.0,0.28268496140952676,
SBP,Origin,894,0.3557046979865771,LateAircraftDelay,,1670.0,499.0,3400.0,0.0,4181.0,0.1712820512820513,0.05117948717948718,0.3487179487179487,0.0,0.4288205128205128,
SCC,Origin,199,0.3768844221105528,LateAircraftDelay,,53.0,129.0,112.0,0.0,589.0,0.06002265005662514,0.14609286523216308,0.12684031710079274,0.0,0.6670441676104191,
SCE,Origin,156,0.2371794871794871,LateAircraftDelay,,459.0,72.0,483.0,0.0,592.0,0.28580323785803236,0.0448318804483188,0.30074719800747196,0.0,0.3686176836861768,
SCK,Origin,59,0.4576271186440678,LateAircraftDelay,,108.0,0.0,19.0,0.0,290.0,0.2589928057553957,0.0,0.045563549160671464,0.0,0.6954436450839329,
SDF,Origin,6553,0.4304898519761941,LateAircraftDelay,,9922.0,2374.0,11797.0,31.0,13367.0,0.2646501827105172,0.06332186391400603,0.31466218559120857,0.0008268651142940973,0.3565389026699741,1.0
SEA,Origin,33464,0.4534425053789147,CarrierDelay,,65237.0,5616.0,47690.0,307.0,56389.0,0.37227443662655,0.03204766062349135,0.27214261665496836,0.0017518931288126502,0.32178339296617764,3.0
SFB,Origin,229,0.4017467248908297,CarrierDelay,,1512.0,388.0,433.0,0.0,1288.0,0.4175642087821044,0.10715272024302679,0.11958022645677989,0.0,0.3557028445180889,
SFO,Origin,45478,0.4593649676766788,LateAircraftDelay,,95635.0,4964.0,59031.0,277.0,172609.0,0.2876102202600777,0.014928604939311191,0.17752829939010453,0.0008330426205054794,0.519099832790001,4.0
SGF,Origin,1540,0.3909090909090909,CarrierDelay,,8457.0,568.0,4979.0,9.0,6803.0,0.4062740199846272,0.027286702536510377,0.23919100691775558,0.0004323597232897771,0.3268159108378171,
SGU,Origin,477,0.3228511530398323,CarrierDelay,,1371.0,83.0,683.0,0.0,1111.0,0.42210591133004927,0.025554187192118227,0.2102832512315271,0.0,0.34205665024630544,
SHD,Origin,19,0.2105263157894736,CarrierDelay,,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
SHV,Origin,1935,0.4093023255813953,LateAircraftDelay,,4723.0,720.0,3538.0,0.0,5006.0,0.3376706942160578,0.05147637091585043,0.2529491670837206,0.0,0.3579037677843712,
SIT,Origin,414,0.427536231884058,LateAircraftDelay,,619.0,257.0,266.0,0.0,1008.0,0.287906976744186,0.11953488372093023,0.12372093023255815,0.0,0.4688372093023256,
SJC,Origin,16566,0.419956537486418,LateAircraftDelay,,18192.0,1057.0,11828.0,454.0,35143.0,0.27284998650148484,0.0158532561418244,0.17740048594654587,0.006809250982391937,0.5270870204277529,2.0
SJT,Origin,256,0.26171875,LateAircraftDelay,,149.0,361.0,329.0,0.0,674.0,0.09847984137475214,0.23859881031064112,0.21744877726371448,0.0,0.4454725710508923,
SJU,Origin,7690,0.4078023407022106,LateAircraftDelay,,17039.0,1501.0,8519.0,77.0,24975.0,0.32697511082113184,0.02880389936865537,0.16347796050737848,0.0014776150908637333,0.4792654142119706,4.0
SLC,Origin,33666,0.4312065585457137,CarrierDelay,,62905.0,8543.0,39637.0,318.0,47704.0,0.395362869012677,0.053693426436297584,0.24912166026636162,0.00199865499318069,0.2998233892914831,3.0
SLE,Origin,5,0.2,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SLN,Origin,16,0.5625,WeatherDelay,,462.0,951.0,42.0,0.0,115.0,0.29426751592356687,0.6057324840764331,0.0267515923566879,0.0,0.0732484076433121,
SMF,Origin,13447,0.4162266676582137,LateAircraftDelay,,15841.0,902.0,11792.0,121.0,35688.0,0.2461923411662315,0.01401840109411911,0.18326495088897177,0.0018805172199428074,0.5546437896307348,6.0
SMX,Origin,230,0.2608695652173913,LateAircraftDelay,,371.0,0.0,280.0,0.0,493.0,0.3243006993006993,0.0,0.24475524475524477,0.0,0.43094405594405594,
SNA,Origin,13227,0.4193694715354956,LateAircraftDelay,,12326.0,1195.0,20183.0,151.0,28769.0,0.1968254982115483,0.01908214103219213,0.32228857945835465,0.0024112161471640265,0.45939256515074095,6.0
SOP,Origin,5,0.8,CarrierDelay,,33.0,15.0,19.0,0.0,0.0,0.4925373134328358,0.22388059701492538,0.2835820895522388,0.0,0.0,
SPI,Origin,279,0.3548387096774194,NASDelay,,1585.0,85.0,2243.0,0.0,1579.0,0.2886016023306628,0.015477057538237436,0.4084122359796067,0.0,0.28750910415149306,
SPN,Origin,104,0.2980769230769231,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SPS,Origin,265,0.2716981132075471,LateAircraftDelay,,60.0,32.0,445.0,0.0,954.0,0.04024144869215292,0.021462105969148222,0.29845741113346747,0.0,0.6398390342052314,
SRQ,Origin,2328,0.4437285223367697,LateAircraftDelay,,1912.0,1148.0,3840.0,19.0,3898.0,0.17675880558380327,0.10612924100952205,0.35499676435240823,0.00175649440695202,0.3603586946473144,
STC,Origin,9,0.5555555555555556,NASDelay,,36.0,0.0,87.0,0.0,7.0,0.27692307692307694,0.0,0.6692307692307692,0.0,0.05384615384615385,
STL,Origin,33768,0.4586294716891732,LateAircraftDelay,,27237.0,4153.0,29327.0,145.0,45331.0,0.256485832399499,0.03910803913628959,0.2761669789910823,0.0013654383998945316,0.4268737110732346,6.0
STS,Origin,60,0.3666666666666666,LateAircraftDelay,,30.0,0.0,86.0,6.0,410.0,0.05639097744360902,0.0,0.16165413533834586,0.011278195488721804,0.7706766917293233,
STT,Origin,1014,0.3796844181459566,LateAircraftDelay,,1149.0,131.0,1241.0,47.0,3248.0,0.19755845942228337,0.022524071526822557,0.21337689133425033,0.008081155433287484,0.5584594222833562,
STX,Origin,372,0.4435483870967742,CarrierDelay,,1383.0,0.0,248.0,4.0,576.0,0.6255088195386703,0.0,0.11216644052464948,0.0018091361374943465,0.26051560379918587,
SUN,Origin,370,0.2891891891891892,LateAircraftDelay,,777.0,346.0,367.0,0.0,1148.0,0.29454131918119786,0.13115996967399546,0.13912054586808187,0.0,0.4351781652767248,
SUX,Origin,251,0.3904382470119522,LateAircraftDelay,,11.0,0.0,197.0,8.0,531.0,0.014725568942436412,0.0,0.2637215528781794,0.0107095046854083,0.7108433734939759,
SWF,Origin,749,0.4085447263017356,LateAircraftDelay,,1591.0,292.0,1570.0,0.0,1659.0,0.3112284820031299,0.05712050078247261,0.3071205007824726,0.0,0.3245305164319249,
SWO,Origin,18,0.1111111111111111,LateAircraftDelay,,4.0,0.0,24.0,0.0,209.0,0.016877637130801686,0.0,0.10126582278481013,0.0,0.8818565400843882,
SYR,Origin,4358,0.4412574575493345,LateAircraftDelay,,5018.0,974.0,9181.0,27.0,9962.0,0.19942770844924887,0.03870916461330578,0.36487560607264924,0.0010730466576583737,0.39591447420713777,
TEX,Origin,12,0.0833333333333333,WeatherDelay,,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
TLH,Origin,1609,0.4095711622125544,LateAircraftDelay,,2644.0,960.0,2871.0,0.0,3895.0,0.2549662487945998,0.09257473481195758,0.27685631629701063,0.0,0.37560270009643204,
TOL,Origin,716,0.435754189944134,LateAircraftDelay,,1328.0,578.0,1608.0,0.0,2449.0,0.2227066912627872,0.09693107496226731,0.2696629213483146,0.0,0.4106993124266309,
TPA,Origin,21433,0.4048429991135165,LateAircraftDelay,,30293.0,7375.0,33518.0,4.0,55147.0,0.239779320389118,0.05837561442807729,0.2653062839864806,3.16613501982792e-05,0.43650711984612584,1.0
TRI,Origin,804,0.4154228855721393,CarrierDelay,,2976.0,226.0,1122.0,0.0,1489.0,0.5119559607775676,0.0388783760536728,0.19301565456734904,0.0,0.25615000860141063,
TTN,Origin,201,0.4477611940298507,NASDelay,,657.0,24.0,1458.0,0.0,1231.0,0.19495548961424333,0.007121661721068249,0.4326409495548961,0.0,0.3652818991097923,
TUL,Origin,6803,0.400558577098339,LateAircraftDelay,,6551.0,1950.0,9029.0,32.0,13611.0,0.21014980912969558,0.0625541333846598,0.28964167709235555,0.001026529368363648,0.4366278510249254,6.0
TUP,Origin,14,0.4285714285714285,NASDelay,,0.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
TUS,Origin,6510,0.4029185867895545,LateAircraftDelay,,8862.0,685.0,6811.0,17.0,12082.0,0.3114172259900903,0.024071405980953718,0.23934357100186246,0.0005973925571915522,0.42457040446990196,6.0
TVC,Origin,736,0.3614130434782608,LateAircraftDelay,,1520.0,221.0,2098.0,9.0,2708.0,0.23184868822452714,0.03370957901159243,0.32001220256253815,0.0013727882855399634,0.41305674191580233,
TVL,Origin,40,0.375,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TWF,Origin,271,0.3099630996309963,CarrierDelay,,586.0,164.0,177.0,0.0,328.0,0.46693227091633466,0.1306772908366534,0.14103585657370518,0.0,0.2613545816733068,
TXK,Origin,228,0.2807017543859649,CarrierDelay,,1084.0,106.0,229.0,0.0,515.0,0.5604963805584281,0.05480868665977249,0.11840744570837643,0.0,0.266287487073423,
TYR,Origin,358,0.3268156424581006,LateAircraftDelay,,414.0,346.0,565.0,0.0,1086.0,0.17171298216507674,0.1435089174616342,0.23434259643301536,0.0,0.45043550394027376,
TYS,Origin,3202,0.3910056214865709,CarrierDelay,,9438.0,778.0,8295.0,0.0,8014.0,0.3558152686145146,0.02933081998114986,0.31272384542884074,0.0,0.3021300659754948,
UCA,Origin,44,0.4545454545454545,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
UIN,Origin,18,0.3333333333333333,LateAircraftDelay,,14.0,0.0,46.0,0.0,80.0,0.1,0.0,0.32857142857142857,0.0,0.5714285714285714,
USA,Origin,23,0.391304347826087,LateAircraftDelay,,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,
UST,Origin,4,0.25,WeatherDelay,,0.0,83.0,14.0,0.0,16.0,0.0,0.7345132743362832,0.12389380530973451,0.0,0.1415929203539823,
UTM,Origin,2,0.5,LateAircraftDelay,,0.0,0.0,13.0,0.0,34.0,0.0,0.0,0.2765957446808511,0.0,0.723404255319149,
VCT,Origin,29,0.3793103448275862,LateAircraftDelay,,26.0,0.0,0.0,0.0,32.0,0.4482758620689655,0.0,0.0,0.0,0.5517241379310345,
VEL,Origin,24,0.2916666666666667,CarrierDelay,,504.0,0.0,25.0,0.0,198.0,0.6932599724896836,0.0,0.0343878954607978,0.0,0.2723521320495186,
VIS,Origin,21,0.238095238095238,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VLD,Origin,198,0.3737373737373737,LateAircraftDelay,,319.0,137.0,760.0,0.0,908.0,0.1501883239171375,0.06450094161958568,0.3578154425612053,0.0,0.4274952919020716,
VPS,Origin,1279,0.3776387802971071,LateAircraftDelay,,3898.0,1257.0,3316.0,3.0,4127.0,0.3093405285294818,0.09975398777874772,0.26315371795889214,0.00023807634314736926,0.32751368938973097,
WRG,Origin,215,0.3627906976744186,LateAircraftDelay,,334.0,100.0,136.0,0.0,950.0,0.21973684210526315,0.06578947368421052,0.08947368421052632,0.0,0.625,
WYS,Origin,45,0.2888888888888888,CarrierDelay,,131.0,0.0,0.0,0.0,29.0,0.81875,0.0,0.0,0.0,0.18125,
XNA,Origin,2096,0.3683206106870229,LateAircraftDelay,,6065.0,1496.0,8642.0,0.0,9342.0,0.23742415345468781,0.058563319632021923,0.33830495204541006,0.0,0.3657075748678802,
XWA,Origin,2,0.0,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
YAK,Origin,224,0.3392857142857143,LateAircraftDelay,,142.0,105.0,99.0,0.0,884.0,0.11544715447154472,0.08536585365853659,0.08048780487804878,0.0,0.71869918699187,
YAP,Origin,7,0.7142857142857143,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
YKM,Origin,22,0.6818181818181818,NASDelay,,26.0,0.0,38.0,0.0,0.0,0.40625,0.0,0.59375,0.0,0.0,
YUM,Origin,512,0.35546875,CarrierDelay,,1059.0,231.0,364.0,0.0,902.0,0.41431924882629106,0.0903755868544601,0.14241001564945227,0.0,0.35289514866979654,
