cluster,n_airports,dominant_delay_type,sample_airports,centroid_DelayedFlightRate,centroid_AvgArrDelay,centroid_AvgCarrierDelay,centroid_AvgWeatherDelay,centroid_AvgNASDelay,centroid_AvgSecurityDelay,centroid_AvgLateAircraftDelay,centroid_CarrierShare,centroid_WeatherShare,centroid_NASShare,centroid_SecurityShare,centroid_LateAircraftShare
0,8,LateAircraft,"ORD, CLT, EWR, BOS, PHL",0.4507669853628779,7.834051516696102,2.392066487274537,0.4435685615212461,2.567261759653049,0.0184871480737619,3.0354993778692707,0.2811903160272076,0.0507517158985538,0.3043168853826082,0.0022180924449104,0.3615229902467198
1,19,LateAircraft,"LGA, MCO, DCA, PIT, TPA",0.4228849162870827,5.58126873825972,1.5029564961462445,0.2736277413981803,2.0381571648716834,0.0037252693001153,2.3638101503482294,0.2429021789587893,0.0443380540600152,0.3303334903700913,0.0005910828594678,0.3818351937516362
2,6,LateAircraft,"LAX, PHX, OAK, PDX, SJC",0.4341010872990281,4.5291489667660025,1.3274934811187846,0.072225133749198,0.8855610058281405,0.0185315449929796,1.9608607832649971,0.3045832448438106,0.0170658296957328,0.2063500787815466,0.0043682015630657,0.4676326451158441
3,5,Carrier,"SLC, SEA, MEM, HNL, ANC",0.4278476215082691,3.9129142245027655,1.8785436669385585,0.1488120932174338,1.0217594073542395,0.0050820750249569,1.4297851401807673,0.4265688826689907,0.0316075648555613,0.2207865407314525,0.0011074384410768,0.3199295733029185
4,8,LateAircraft,"DEN, SFO, LAS, BWI, MDW",0.4415640226035425,6.657765238860281,2.0609993357224567,0.2380354317672465,1.285930584958308,0.0110436395248528,3.1857665765716607,0.3043672148933843,0.0347439880145357,0.1875580730970372,0.00167621304519,0.4716545109498526
5,7,Carrier,"ATL, DFW, IAH, DTW, MSP",0.4583076592711253,6.8808213618791765,2.2784302668258056,0.4987693740181834,1.8416949998841825,0.0071000265613423,1.8320162306878447,0.3533549757880322,0.0773980836083515,0.2882749821775881,0.0010953629246509,0.2798765955013772
6,16,LateAircraft,"STL, SAN, BNA, MCI, MSY",0.4132322119460118,4.660166350808495,1.1242089308664749,0.165850862115939,1.1785397442337286,0.005905051206303,2.2469278773612618,0.2389568529265801,0.034990544604875,0.2485725039183984,0.001249688953906,0.4762304095962403
7,3,LateAircraft,"BDL, PBI, PVD",0.4144154984354076,4.831356333904019,1.1963747244689529,0.2017202038659365,2.192244825564284,0.0192670418877709,2.2982203190157984,0.2052245568736322,0.036066988145576,0.370718745163344,0.0032500565260774,0.3847396532913701
